AntimoniumCrudum,ache,,,heavyVertigoNauseaNosebleed,,,,AcheAscendBathCandyAcidWine,,,,,,,,,,,,,,,,,,,,headacheWithHairLoss,,,,,,,,,,,,,Causticum,,,,,,,,dull pain nape neck,,stiffness between shoulders,,,,,,,,,,,,,,,,,,,,,,Causticum,,,,,,,,dull pain nape neck,,stiffness between shoulders,,,,,,,,,,,,,,,,,,,,,,AsteriasRubens,,,,"breast swell and pain in breast,worse left breast",,,,,colic and other sufferings cease or stop with appearance flow,,,"pain down left arm to fingers,worse motion",,,ulcer breast with sharp pains  piercing scapula,,,,,,,,,,,,,,,,,,,,,,,,excitement sexual instinct with nervous agitation,ulceration breast esp left,,,,,,,,
AntmoniumTart,asFromBandCompresAcNit,,,bandLikeFeelFH,,,,,,AlternateDrowsyDespondency,,,,,paleSunken,,childWillNotBeTouchedWithoutWHINING,,,,,,,mutterDeliriumStuporFearAlone,,,,,dullnessConfusion,,,,,,,,,,,,Chamomilla,,,,,,,,stiffness neck muscle,,,lumbago  pain lower back,,,,,,,,,,,,,,,,,,,,,Chamomilla,,,,,,,,stiffness neck muscle,,,lumbago  pain lower back,,,,,,,,,,,,,,,,,,,,,Aurum Metallicum,"uterus enlarged,prolapsed,sterility",,,,"vagina great sensitiveness, vaginismus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"uterus prolapse,vaginusmus, sterility",,,,,,,,
Antipyrrine,throbbingFlushHeat,,,,,,,,,,,,,,,headacheUnderEarWithEarache,,,,,,,,,,throbingSensationConstrictFlushHeat,,,,,,,,,,,,,,,ChelidoniumMajus,,,,,,,,pain nape stiff neck head drawn to left,,fixed pain inner lower angle right scapula,,,,,,,,,,pain at lower angle left scapula,,,,,,,,,,,,ChelidoniumMajus,,,,,,,,pain nape stiff neck head drawn to left,,fixed pain inner lower angle right scapula,,,,,,,,,,pain at lower angle left scapula,,,,,,,,,,,,AvenaSativa,,,,,,,,,,,,,,,,,,,,,,,,,Amenorrhoea and dysmenorrhoea with weakcirculation,,,,,,,,,,,,,,,,,,,,,,,
ApisMel,boresHeadIntoPillowScream,dullHeavyAsBlowExNeckWithSexual,wholeBrainFeelTired,,,,,,refOccBetterPRESSURE,WithSneezWorseLyingEyeClose,,,,,,,HeatThrobDistensePainBetterPressureWorse Motion,,,,,,,,,suddenStabbingPain,,,,,,,,,,,,,,,Chenopodium Anthelminticum,,,,,,,,,,intense pain between angle right shoulder blade near spine through chest,,,,,,,,,,,,,,,,,,,,,,Chenopodium Anthelminticum,,,,,,,,,,intense pain between angle right shoulder blade near spine through chest,,,,,,,,,,,,,,,,,,,,,,Badiaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metrorrhagia worse night feel enlargement head,,,,,,,cancer breast,,,,,,,,
ApumGraveolens,headacheBetterEating,,,,,,,,,,,,,,,,,,,eyeFeelSunkenItchInnerCanthusLEFTeye,,,,DeppessEnergeticFidgetCannotSLEEPthiking,,,,,,,,cannotSleepFromTHINK,,,,,,,,,Chenopodi Glauci Aphis,,,,,,,,,,sever pain region inner angle left shoulder blade running into chest,,,,,,,,,,,,,,,,,,,,,,Chenopodi Glauci Aphis,,,,,,,,,,sever pain region inner angle left shoulder blade running into chest,,,,,,,,,,,,,,,,,,,,,,Baptisia,,,,,,menses too erly too profuse,,,,,,,,,,,,,,,,,"miscarriage or abortion from mental depression,shock,watching,low fever",,,,,,,,,,,,,,,"lochia acrid,fetid",,,,"Puerpearl fever,low fever",,,,,,
Apomrphia,emptyRetchingAndHeadache,,,,,,,,,vertigo,nauseaViolenInclineVomit,ReflexVomitPregSeaSick,,,,,emptyRetchHeartBurnPainShoulderBlade,,,,,,,,,HotFeelAllOverBODYespHead,,,,,,,,,,,,,,,Chininum Sulphuricum,,,,,,,,cervical sensitive pain xten to head and neck,great sensitive dorsal vertebrae pain on pressure,,,,,,,,,,,,,,,,,,,,,,,Chininum Sulphuricum,,,,,,,,cervical sensitive pain xten to head and neck,great sensitive dorsal vertebrae pain on pressure,,,,,,,,,,,,,,,,,,,,,,,Baryta Carb,,,,,,menses scanty,,,,,"before menses pain stomach,small back",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AragallusLamberti,,,,,,,,,,,,,,,CrackLowerLIP,,,,,DiplopiaBurningEyes,,,,,,,,,,,,,,,,,,,,,CicutaVirosa,back bent backward like arch,,,spasms and cramps muscles nape neck,,,,and drawing spasmodic drawing backward head,,,,,jerking tearing in coccyx esp during menses,,,,,,,curved limbs can not strightened nor stright one bent,,,,,,,,,,,,CicutaVirosa,back bent backward like arch,,,spasms and cramps muscles nape neck,,,,and drawing spasmodic drawing backward head,,,,,jerking tearing in coccyx esp during menses,,,,,,,curved limbs can not strightened nor stright one bent,,,,,,,,,,,,Belladona,,,,breast feel heavy hard red tumors pain worse lying down,dry heat vagina,bright red too early too profuse haemorrhage  or bleed hot,,,,,"badly smelling haemorrhages or bleeding,hot gushes blood",,,,"mastitis pain,throbbing,redness streaks radiate from nipple",,labor pain come and go suddenly,,,,,,,,,,,,,,,,,,"dragging around lions,pain sacrum, cutting pain hip to hip",,,"menses and lochia very offensive and hot,  diminished lochia",,,sensitive force downward asif all viscera protrude at genitals,,,,,,,
AraneaDiadema,,,,,,,,,bertterSmokingInOpenAir,,,,,,painRtTrifacialInwardPerifery,,,violentPainNightAfterLyingDown,,heatFlikeringWorseDampWeather,,,,confusion,,,,,,,,,,,,,,,,,Cimicifuga Racemosa,crick in back,esp upper part spine sensitive,,rheumatic pains muscles of back and neck,,,intercostal rheumatism,stiffness contraction neck back,,,,pain lumbar sacral down thighs through hips,,,,,,,,,,,,,,,,,,,,Cimicifuga Racemosa,crick in back,esp upper part spine sensitive,,rheumatic pains muscles of back and neck,,,intercostal rheumatism,stiffness contraction neck back,,,,pain lumbar sacral down thighs through hips,,,,,,,,,,,,,,,,,,,,BellisPerennis,"uterus feel sore,asif squeezed",,,breast and uterus engorged,,,,,,,,,,,vericose veins in pregnency,"during pregnency inability or can not, to walk",,,,,,,,,,,,,,abdominal muscles lame,,,,,,,,,,,,,,,,,,
ArgemoneMexicana,,,,,,throbbingEyesTemple,,,,,,,,,,,,,,,,,,,,HeadHot,,,,,,,VeryDryPainSwallowing,,,,,,,,Cinchona Officinalis,knife like pains around back,,,,sharp pains across kidney worse movement at night,,,,,,,,,,,,,,,,,,,,,,,,,,,Cinchona Officinalis,knife like pains around back,,,,sharp pains across kidney worse movement at night,,,,,,,,,,,,,,,,,,,,,,,,,,,BerberiesVulgaris,,neurolgia ovaries and vagina,,,"pinch constiction mons veneris,vaginusmus",menses scanty gray mucus,leucorrhoea greyish mucus with painfull urinary symptoms,,,,"contractio tenderness vagina,burning soreness vagina",,,,,,,,,,,,,,,,,,,"pain in kidney and chilliness,pain down thighs",,,,,,,,,,,,,,,,,,
ArgentumMtallicum,headFeelEmptyHollow,,,,,,,,,intoxicateFeelLookRunWater,,,,ExhaustCoryzSneez,PainFacialBone,,EyeLidsRedAndThickNeurogiaLeftIncreaseCeazeSudden,,,PainBetweenLefteyeFrontaEminence,,,,,,,,ScalpVeryTenderTouch,,,,,,,,,,,,,Cobaltum,weakness leg and backache after emissions,,,,,,,,,,,pain back sacrum worse while sitting better walking lying,,,,,,,,,,,,,,,,,,,,Cobaltum,weakness leg and backache after emissions,,,,,,,,,,,pain back sacrum worse while sitting better walking lying,,,,,,,,,,,,,,,,,,,,BoricumAcidum,,,,,"vagina cold,asif packed with ice",,,,,,,,,,"frequent urination with burning,tenesmus",,,,,,,,,,,climacteric flushings,,,,,,,,,,,,,,,,,,,,,,
ArgentumNitricum,WithColdnessTremble,,acheFromMentalExertDanceFag,AcheFeelEnlargeCorrespondEye,,,,,,withBuzzEarNerveAffect,,eyeEarScalpEmotion,,,,vertigoBuzzNervousAffect,BorePainBetterBandagePressureHeadBoneSeparate,,,acheWithEnlargeFeelCorrespodEye,,,,headacheMentalExert,,,,itch,,,,,,,,,,,,,coccinella Septempunctata,,,,,pain in region of kidneys and loins,,,,,,,,,,,,,,,,,,icy cold extermities,,,,,,,,,coccinella Septempunctata,,,,,pain in region of kidneys and loins,,,,,,,,,,,,,,,,,,icy cold extermities,,,,,,,,,Borax,,,,"in nursing,pain in opposite breast",sensation distention clitoris with sticking,"menses too soon,profuse ",leucorrhoea like white an egg,,,,,,,galactorrhoea,"with menses gripping,nausea,pain stomach extend to small back ",,labor pain with frequent erectation,,,pruritis or itching vulva and eczema,,,,,,,,,,,membranous dysmenorrhoea,,,,,,,,,,sensation asif warm water flowing in leucorrhoea,,"sterility,favours easy conception",,,,,
Arnica,sharpPinchHotColdbody,,confusedSensitiveBrain,coldSpotForehead,,,,,,chrVertigoObject WhirlEspWalk,,,,,,,,,,,,,,,,,,scalpFeelContract,,,,,,,,,,,,,Cocculus,paralytic pain in small of back,,,,,,crackling cervical vertebrae moveing head,,,pressure scapula and nape,,,,,,,,,,,,,pain in shoulder arms asif bruised,stiffness on moveing shoulder,,,,,,,,Cocculus,paralytic pain in small of back,,,,,,crackling cervical vertebrae moveing head,,,pressure scapula and nape,,,,,,,,,,,,,pain in shoulder arms asif bruised,stiffness on moveing shoulder,,,,,,,,Bovista,,paraovarian cysts,,,,"menses too early,profus, worse at night",leucorrhoea acrid thick tough greenish follow menses,,traces menses between between menstruation,,diarrhoea before and during menses,,,,,,,,,,,,,,,,,,,,,,metrorrhagia,,soreness pubes during menses,,,,,,can not bear  tight clothing around waist,,,,,,,
ArsenicumAlbum,periodicalBurnRestlessHemiCrania,,,,,,,,relivedByColdOtherSympWorse,,,scalpSkinHairHeadSensitiveOpenAir,,,,,patchCircularbareSpotSensitiveDryScale,,,,,,burnItchDandruff,deleriumTremensCurseRavingVicious,,headConstantMotion,,itchSensitiveCannotBrushHair,,,,,,,,,,,,,Cochlearia Armoracia,pain back from incarcerated flatulence from abdomen,,,,,,,,,,,through back down in to sacrum,,,,,,,,,,,,,,,,,,,,Cochlearia Armoracia,pain back from incarcerated flatulence from abdomen,,,,,,,,,,,through back down in to sacrum,,,,,,,,,,,,,,,,,,,,Bromium,,swelling ovaries,,"tumor in breast with stitching pain,worse left",,menses too early too profuse with membranous shreds,,,,,"sharp shooting pain in left breast, worse pressure",,,,stitching pain from breast axillae,,,,low spirited before menses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArsenicumHydrogeni,,,,,,,,,wrapWarmCloth,VilolentGoingUpstair,,,,violentSneezNose Cold,,,mustWrapWarmCloth,,,broadBlueCircleArroundEyeSunken,,,,,,,,,,,,,,,,,,,,,Colchicum,backache better rest pressure,,,,,,,,,,aching in lumbar and lumbosacral region,,,,,,,,,,,,,,,,,,Dull pain across loins,,,Colchicum,backache better rest pressure,,,,,,,,,,aching in lumbar and lumbosacral region,,,,,,,,,,,,,,,,,,Dull pain across loins,,,Bryonia,,"stitch pain ovaries from deep inspiration,sensitive touch",,"breast hot,painfull,hard,abscess,pain in breast at menses",,menses too early too profuse worse motion with tearing pain in legs,,,,,vicarious discharge or splitting headache,pain right ovary asif extend extend to thigh,,milk fever,frequent bleeding nose at appearance  menses,,,suppressed,,,,,,,,,,,,"irregular menses with gastric symptoms,ovaritis",,,,,intermenstrual pain with great abdominal and pelvic soreness,,,,,,,,,,,,,
ArsenicumIod,,,,,,,,,,withTremulusFeelEspAged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conium,,ill effects bruises and shocks to spine,,,,,,,dorsal pain between shoulders,,dull aches in lumbar and sacrum region,,pain or irritation coccyx,,,,,,,,,,,,,,,,,,,Conium,,ill effects bruises and shocks to spine,,,,,,,dorsal pain between shoulders,,dull aches in lumbar and sacrum region,,pain or irritation coccyx,,,,,,,,,,,,,,,,,,,Bufo,"tumors, polyp uterus or womb",burning ovaries and uterus,"ulceration cervix,offensive  bloody discharge",induration  mammary gland,,menses too early copious clots bloody discharge at other times,watery leucorrhoea,,,,epilepsy at the time of menses,pain run  into legs,,"bloody milk,milk leg",palliative cancer mammae,,,,excitement with epileptic attack,,,,,,,,,,,,,,,,,,,,,"cancer, tumor, polyp,epilepsy",,,,Veins swollen,,,,
ArgentumMetalicum,LtSideUptoEyesEars,,LowSpiritWeakMemory,oeddematousSwellForehead,,,,,,,,EyesEars,worseSoopLying,,,LtHeadacheUptoEyesEars,,,,headacheLtUptoEyesEars,,,,DesireAloneAnoyedVisionCauseCRY,,headFeelsTooLARGE,,,,,,,,,,,,,,,Convallaria Majalis,,,,,,,,,,,pain and aches in lumbar region,,,,,,,,,,,,,,,,,,,,,Convallaria Majalis,,,,,,,,,,,pain and aches in lumbar region,,,,,,,,,,,,,,,,,,,,,CactusGrandiflorus,constriction uterine region and ovaries,pulsating pain in uterus and ovaries,,,vaginusmus,"menses early,dark,pitch like",,,,,"cease on lying down,with heart symptoms",,,,,,,,,,,,,,,,,,,,dysmenorrhoea,,,,,,,,,,,,,,,,,
ArtemisiaVulgaris,,,CongestionBrain,,,,,,,,,MOUTHdrawntoLEFT,drawnBackBySpasmodicTwitch,,,,mouthDrawnLtRrawnBackBySpasmodicTwitch,,,,,,,,,,,,,,,,,,,,,,,,Crocus Sativa,sudden fee coldness back asif cold water thrown,,,,,,,,,,,,,,,,,,,,,,icy cold extermities,,,,,,,,,Crocus Sativa,sudden fee coldness back asif cold water thrown,,,,,,,,,,,,,,,,,,,,,,icy cold extermities,,,,,,,,,CaladiumSeguinum,cramping pain in uterus at night,,,,,,,,,,voluptuousness,,,,,prurits vulva and vagina during pregnency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArumDracontium,,,,,,,,,,,,EarBehindEar,,,,heavyShootPainEarsAcheBehinRtEar,,,,,,,,,,heayShootPainEarBehindRtEar,,,,,,,,,,,,,,,Dulcamara,pain in small back after long stooping,,,,,,,stiff neck,,,,,,,,,,,,,,,,stiffness lameness across neck and shoulder after getting cold and wet,,,,,,,,Dulcamara,pain in small back after long stooping,,,,,,,stiff neck,,,,,,,,,,,,,,,,stiffness lameness across neck and shoulder after getting cold and wet,,,,,,,,Calcarea Acetica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,membranaous dysmenorrhea,,,,,,,,,,,,,,,,,
ArumTriphyllum,boresHeadIntoPillow,,,,,,,,,,,,,,,,headacheFromWarmClothOrHotCOFFEE,,,,,,,,,,,,,,,,,,,,,,,,Euonymus Atropurpurea,,,,,dull pain between shoulders and about renal kidne splenic region,,,,,,pain in lumbar region better lying down,,,,,,,,,,,,,,,,,,,,,Euonymus Atropurpurea,,,,,dull pain between shoulders and about renal kidne splenic region,,,,,,pain in lumbar region better lying down,,,,,,,,,,,,,,,,,,,,,CalcareaArsenicum,cancer uterus burning pain uterus and vagina,,,,,,offensive bloody leucorrhoea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cancer uterus and vagina,,,,,,,,
Arunda,deepSeatedPainSidesHead,PainExtendCiliaryRegion,,,,,,,,,,CiliaryRegionSidesHead,,,,,hairfallRootPainPustulesHeadacheSides,,,OCCpainExtendCiliaryRegion,,,,,,,,itchFallHairRootPainPustules,,,,,,,,,,,,,Euptorium Purpureum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weight heaviness in loins and back,,,Euptorium Purpureum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weight heaviness in loins and back,,,CalcareaCarb,"uterus cutting pain during menses,uterine polypi",,,"breast hot swell,tender,swollen before menses",,"menses too early,profuse,long with vertigo,toothache,cold damp feet","leucorrhoea milky,burning,itching parts before after menses in little girls",,,,"difficiant lactation,distended breast in lymphatic women",,,"milk abundant,disaggreable  to child","before menses headache,colic,chill,leucorrhoea,",,,,least excitement cause return menses associated symptoms,,,,,,,,,,,,,,,,,,,,"increased sexual desire,easy conception",,,,"much sweat external genitals,sterility copious menses",,,,,
Asafoetida,pressurePainWithinOutWard,,irritableComplainsHerTroubleSensitive,,,,,,,,,boringEyebrows,,,,,,,,boringAboveEyeBrows,,,,irritableComplainHerTroubleSensitive,,pressivePainWithinOutwards,,,,,,,,,,,,,,,Eupion ,severe backache must lean press against something for support,,,,,,,,,,,sacrum pain as if broken,,pain extend in to pelvis,,,,,,,,,,,,,,,,,,Eupion ,severe backache must lean press against something for support,,,,,,,,,,,sacrum pain as if broken,,pain extend in to pelvis,,,,,,,,,,,,,,,,,,CalcareaPhosphorica,,,,,,menses too early profuse bright in girls if late blood dark,"after prolong nursing,leucorrhoea like white egg,worse morning",,,,,,first bright red then dark with violent backache,"milk taste salty,child refuse s breast",prolapsus in debilated persons,,,,,,,,,,,,,,,,,,,,,,,,"during lactation ,sexual excitement,nymphomania,ache,pressing, in uterine region",,,,,,,,,
AsarumEuropum,compressivePain,,,,,,,,,,,scalpHairNose,,coryzaSneezing,,,,,,,,,,,,CompressivePainTensionScalp,,tensionHairPainfullCHINA,,,,,,,,,,,,,Fagopyrum,,,,,,,,stiffness  bruised sensation in neck muscle,,,,,,,,,,,with sensation asif nape neck could not support head,,,,,,,,,,,,,Fagopyrum,,,,,,,,stiffness  bruised sensation in neck muscle,,,,,,,,,,,with sensation asif nape neck could not support head,,,,,,,,,,,,,CalcareaSulphuricum,,,,,,"menses late long lasting, headache twitching great weakness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AsclepiasSyriaca, nervousheadacheRefAssociteSYMP,,,constrictAcrossForehead,,SharpObjectThroughTempleToTemple,,,,,,templeFHnerovousPerspiUrineSpGravity,,,,,suppresSweatFollowIncreUrineIncreSpGravity,,,,,,,,,,,,,,,,,,,,,,,,Ferum Metallicum,,,,,,,,,,,lumbago lower back pain better slow walking,,,,,,,,,,,,,,,,,,,,,Ferum Metallicum,,,,,,,,,,,lumbago lower back pain better slow walking,,,,,,,,,,,,,,,,,,,,,Calendula Officinalis,uterine hypertrophy,,chr endocervicitis,,,,,,,,,,,,OS lower than natural,,,menses suppressed with cough,,warts at os externum,,,,,,,,,,,,,,,sense weight fullness in pelvis,,,,,,"stretcing dragging in groin, pain on sudden moment",,,,Menorrhagia,,,
AsclepiasSyriaca,,,,,,,,,,,,,,,,,headacheFromRetentionEFFETEmatterInSystem,,,,,,,,,,,,,,,,,,,,,,,,Ferrum Phosphoricum,crick or painfull back or neck,,,,,,,stiff neck,,,,,,,,,,,,,,,,,,,,,,,,Ferrum Phosphoricum,crick or painfull back or neck,,,,,,,stiff neck,,,,,,,,,,,,,,,,,,,,,,,,Cannabis indica,"uterine colic with nervous agitation,sleeplessness",,,,,"menses profuse,dark,painfull without clots",,,,,,,backache during menses,,,,,,,,,,,,,,,,,,dysmenorrhoea with sexual desire,,,,,,,,,,,,sterility,,,,,
AsparagusOfficinalis,MigaineMorningWithScotoma,,confused,FHacheAndRootNose,,,,,migrineMrningWithScotoma,,,FHnoseEyeThroat,,AcheFHandRootNose,,,MigrainousMorningHeadacheWithScotoma,,,migraineMorningWithScotoma,,,,confused,,,,,,,,,feelRoughHawkCpioustenaciousMucus,,,,,,,,Fluoricum Acidum,,,,,,,,,,,,,coccygodynia or pain in coccyx,,,,,,,,,,,,,,,,,,,Fluoricum Acidum,,,,,,,,,,,,,coccygodynia or pain in coccyx,,,,,,,,,,,,,,,,,,,Cannabis Sativa,,,,,,,,,,,,,,,,,,,,,,,,,"amenorrhoea when physical powers exercise overtaxed, also constipation",,,,,,,,,,,,,,,,,,,,,,,
AsteriasRubens,throbbing,,shockThrobbHeatHeadasAroundHotair,,,,,,,,,,,,,,shockBrainThrobbHeatInHeadasifSouroundHotair,,,,,,,cannotBearContridiction,,heatheadAsifSourundedByHotAir,,,,,,,,,,,,,,,Gelsemium,pain muscle back hip lower extermities deeply seated,,,compleate relaxation whole muscular system,,,,pain neck esp upper sternocleido muscles,,,dull aching lumbar and sacrum region passing upward,,,,,,,,languor tired muscle feel bruised,,,,every little exetion cause fatigue,,,,,dull heavy pain,,,,Gelsemium,pain muscle back hip lower extermities deeply seated,,,compleate relaxation whole muscular system,,,,pain neck esp upper sternocleido muscles,,,dull aching lumbar and sacrum region passing upward,,,,,,,,languor tired muscle feel bruised,,,,every little exetion cause fatigue,,,,,dull heavy pain,,,,Cantharis,"constant discharge uterus, worse false step","burning pain ovaries,extreemly sensitive",,,"black or dark swelling vulva,irritation",menses too early too profuse,,,,,retained placenta with painfull urination,,,,"expells moles,dead foetuses,membranes etc",,,,,,,,,,,,,,,,,,puerpearl metritis with inflamation bladder,,pain coccyx lancinating tearing,,,,,,,,,,,,,
AstragalusMollissimus,pressivePainTemple,,,,,fullnessRtTempUpperJaw,,,,dizzy,,tempJawLteyebrowFaceboneMaxillae,,,painFaceboneAndMaxillaePressure,,,,,painoverLefteyebrow,,,,,,pressivepainTemples,,,,,,,,,,,,,,,Guaco,,pain along spine worse bending,,,,,,butning nape of shoulders,,pain between scapula extend to forearm,weariness tiredness through hips and lumbar region,,,,,,,,,,,,,,,,,,,,,Guaco,,pain along spine worse bending,,,,,,butning nape of shoulders,,pain between scapula extend to forearm,weariness tiredness through hips and lumbar region,,,,,,,,,,,,,,,,,,,,,Capsicum,,sticking sensation in left ovarian region,,,,,,,,,,,,,,,,,,,,"uterine bleed,haemorrhage near menopause with nausea",,,,climacteric disturbences with burning tip tongue,,,,,,,,,,,,,,,,,,,,,,
AurumMetallicum,violentpainWorseNightRoar,,congestiontoHead,tearThroughbrainToFH,,,,,WorseNight,vertigo,,foreheadBrainSalpNight,,,,,violentPainheadWorseNightPressureOutward,,,,,,worseNight,,,roreHeadPressureOutwardTearBrainFH,,BOILS,,,,,,,,,,,,,Guaiacum,,,,,,,,pain from head to neck aching ,,stitches contractive pain between scapula to occiput,,,,,,,,,,stiff neck and sore shoulders,,,,,,,,,,,,Guaiacum,,,,,,,,pain from head to neck aching ,,stitches contractive pain between scapula to occiput,,,,,,,,,,stiff neck and sore shoulders,,,,,,,,,,,,CarboAnimalis,"cancer uterus,burning pain down thigh",,,"painfull induration esp right breast,darting pain",burning vagina and labia,"menses too early,frequent long lasting,follow great exhaustion,hardly speak",,,flow only morning,,,,,,,"nausea of pregnency,worse night",,,,,,,,,,,,,,,,,,,,,,lochia offensive,,cancer uterus,,,,,,,,
AvenaSativa,,,inabilityKeepMINDonAnyOneSubject,,,,,,,,,mindConcentration,,,,,,,,,,,,inabilityKeepMindOnAnyOneSubject,,,,,,,,,,,,,,,,,Hamamelis Verginica,,,,,,,,sore paindown cervicle vertebrae,,,sever pain in lumbar and hypogastric region extend down legs,,,,,,,,,,,,,,,,,,,,,Hamamelis Verginica,,,,,,,,sore paindown cervicle vertebrae,,,sever pain in lumbar and hypogastric region extend down legs,,,,,,,,,,,,,,,,,,,,,CarboVegetabilis,,,,,"vulva swollen,apathae,varices pudenda",during menses burning hands and soles,"leucorrhoea before menses,thick,greenish,milky ,excoriating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AzadirachtaIIndica,headacheScalpRteyeball,,forgetfull,,,,,,,giddyOnRising,,headScalpEyeRteye,,,,,forgetGiddyraiseHeadacheScapSenstiveeyeburnpainRtEye,,,eyeburnRighteyePain,,,,forgetfull,,eyeburnPainnRtEye,,scalpSensitive,,,,,,,,,,,,,Heloderma,,burning along spine,,,,,,,,coldness across scapula,,,,,,,,,,,,,,,,,,,,,,Heloderma,,burning along spine,,,,,,,,coldness across scapula,,,,,,,,,,,,,,,,,,,,,,CarbolicumAcidum,,"pain left ovary, worse walk open air",erosions cervix fetid acrid discharge,,"pustules vulva,contain bloody pus",,"irritating leucorrhoea cause itch burn,leucorrhoea in children",,discharge always offence,,,,,,,,,,,,,,,,,,,,,,,,,,agonizing backache across lion dragging down thigh,,,,,,,puerperal fever with offencive discharge,,,,,,
Bacillinum,severeDeepInHeadache,,,,,,,,,,,scalpEye,,,,,,,,EczemaEyeLid,,,,,,asofTightHoop,,,,,,,,,,,,,,,Helonias,pain weight  in back tired weak,,,,can trace outlines kidneysby constant burning,,,,,,aching burning across the lumbar region,,,,,,,,,great languor tired better exercise,,,boring pain lumbar region extend to legs,,,,,,,,,Helonias,pain weight  in back tired weak,,,,can trace outlines kidneysby constant burning,,,,,,aching burning across the lumbar region,,,,,,,,,great languor tired better exercise,,,boring pain lumbar region extend to legs,,,,,,,,,Castoreum,,,,,,,,,,,,pain start in middle thighs,,,,,,,,,,,,,amenorrhoea with painful tympanities,,,,,,"dysmenorrhoea,blood discharged in drops with tenesmus",,,,,,,,,,,,,,,,,
Badiga,,,,painFHtempleEXTeyeBall,,painFHtempleEyeballAfternoon,,,FhtempWorseAfternoon,dullDizzyFeelHead,,eyeScalpNoseRespiAfternoon,,CoryzSneezwateryAsthamaBreathSuffocate,,SlightSoundGreatlyAccentuated,asthamaticBreathSuffocateCoughinfluenza,,,extendEyeballWorseAfternoon,,Afternoon,,,,ofEnlargementFullnessPainFHtemple,,dandrufSoreDryTetterLike,,,,,,,,,,,,,Hydrastis,,,,,,,,,,,dull heavy dragging pain stiffness perticularly across lumbar back region,,,,,,,,,,,,,,,,,,,,,Hydrastis,,,,,,,,,,,dull heavy dragging pain stiffness perticularly across lumbar back region,,,,,,,,,,,,,,,,,,,,,Caulopphyllum,"rigididity OS, spasmodic sever pain all direction,shivering  without progress,false pain",,needle like pain in cervix,,,menses and leucorrhoea profuse,"after pains,leucorrhoea with moth spots or any skin spots on forehead",,,,,,,,,,revives labor pains and further progress of labor,,,,,,habitual abortion from uterine debility,,,,,,,,dysmenorrhoea with pains flying to other parts of body,,,,,,,"lochia protracted,great atony",,,,,,,,,,
Baptisia,,,feelSoreStuperFallAsleepWhileSpoken,skinFHtightSeemDrawnbackhead,,,,,,vertigoPressureRootnose,,FHskinEyenose,,pressureAtRoot,,earlyDeffnessInTyphoid,fallasleepWhileSpoken,,,soreEyeBallHeavy,,,,confusedSwimfeelStuporWhileSpoking,,feelLargeHeavNumb,,FHskinDrawnbacktight,,,,,,,,,,,,,JuglansCinerea,,,,,,,,muscles neck rigid lame,,pain between scapula and under right,pain lumbar vertebrae,,,,,,,,,,,,,,,,,,,,,JuglansCinerea,,,,,,,,muscles neck rigid lame,,pain between scapula and under right,pain lumbar vertebrae,,,,,,,,,,,,,,,,,,,,,Causticum,uterine inertia during labour,,,,,menses delay late,leucorrhoea night with great weakness,,,,"menses cease night,flow only during day",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barytacarb,,,feelLoose,,,,,,,stitchStandinSUNthroughHead,,vertigoHairfall,,,,,,,,,,,,confusionWens,,,,hairfall,,,,,,,,,,,,,KaliBichromicum,,,,,,,,,,,,,pain coccyx and sacrum extend up and down,,,,,,,,,,,,,can not walk extend to groins,,,cutting through loins,,,KaliBichromicum,,,,,,,,,,,,,pain coccyx and sacrum extend up and down,,,,,,,,,,,,,can not walk extend to groins,,,cutting through loins,,,Chamomilla,"uterine bleeding haemorrhages clotted blood ,labor like pain",,,"nipples inflamed,tender or pain to touch",,,,,,,infants breasts tender or pain,,,,,,"labor pains,spsmodic,press upward,intolerent pain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
